text,label
"Sure! Let's pretend that you have a cookie jar that represents your virtual currency, and each cookie in the jar represents one unit of your virtual currency. When you bought $200 worth of virtual currency, you were essentially buying a certain number of cookies from someone else. 
Now, imagine that the value of each cookie can change over time, just like the value of a real-world currency like the US dollar can change. If the value of each cookie goes up, then the total value of all the cookies in your jar will also go up. 
For example, let's say that when you bought your cookies, each one was worth $1. But over the next four years, the value of each cookie goes up to $10. If you have 200 cookies in your jar, then the total value of your cookies would be 200 cookies * $10 per cookie = $2,000. 
Now, let's say that the value of each cookie goes up even more, to $12. If you have 200 cookies in your jar, then the total value of your cookies would be 200 cookies * $12 per cookie = $2,400. 
So, if the value of each unit of your virtual currency goes up over time, then the total value of your virtual currency can also go up. That's how $200 worth of virtual currency can turn into $2.4 million in four years.",1
"Yes, there are some animals that tan in a way that is similar to humans. When humans and animals are exposed to the sun, their skin produces a pigment called melanin. Melanin is produced in cells called melanocytes, which are found in the skin, hair, and eyes. Melanin helps protect the skin from the harmful effects of the sun's ultraviolet (UV) rays. In humans and some animals, the melanocytes in the skin produce more melanin in response to UV radiation from the sun. This increase in melanin production causes the skin to darken, which is what we call a ""tan."" The tan helps protect the skin from further damage from the sun's UV rays. Some animals, such as reptiles and birds, also have the ability to produce melanin in response to UV radiation. This can help them regulate their body temperature and protect their skin from the sun. Other animals, such as mammals like dogs and cats, do not have the ability to tan in the same way that humans do. Instead, they rely on other means of protection, such as seeking shade or wearing protective clothing.",1
"Frank Sinatra was a highly successful and influential singer, actor, and entertainer who had a career that spanned more than six decades. He rose to fame in the 1940s as a crooner and became one of the most popular and enduring entertainers of the 20th century. Sinatra's fame reached its peak in the 1950s and 1960s, but he remained popular and continued to perform and record music until his death in 1998. So, Frank Sinatra was famous for a little over 50 years. Frank Sinatra was a highly popular and influential entertainer who had a career that spanned more than six decades. He first gained fame in the 1940s as a member of the Tommy Dorsey Orchestra and went on to become a successful solo artist, actor, and film producer. Sinatra's popularity reached its peak in the 1950s and 1960s, and he continued to perform and record music until the late 1980s. Sinatra remains one of the most iconic and beloved figures in the history of American music, and his influence continues to be felt today. Frank Sinatra was a highly successful and influential musician and actor who was famous for more than 50 years. He first gained fame in the 1940s as a big band singer and went on to become one of the most popular and influential solo artists of all time. Sinatra's career spanned several decades and he released hundreds of albums and singles, many of which became hits and are still popular today. He also appeared in numerous films and television shows and was known for his smooth, distinctive singing voice and suave, charismatic stage presence. Sinatra's fame continued to grow throughout his career and he remained popular until his death in 1998 at the age of 82.",1
"Railguns are a type of weapon that use electricity to launch a projectile at very high speeds. They have the potential to be very powerful and accurate, but there are several reasons why militaries have not yet adopted them for widespread use.

One reason is that railguns require a lot of electricity to operate. This means that they would need to be connected to a large power source, such as a generator, in order to function. This could make them difficult to use in certain situations, such as on a tank that is moving around on the battlefield.

Another reason is that railguns generate a lot of heat when they are used. This heat can damage the weapon over time, and could make it less reliable.

Finally, railguns are still being developed and tested, and there are many technical challenges that need to be overcome before they can be used in real-world military applications. For example, scientists and engineers are still working on creating materials that can withstand the high speeds and forces involved in firing a railgun projectile.

Overall, while railguns have the potential to be very powerful weapons, there are still many challenges that need to be overcome before they can be used by militaries in a practical way.",1
"They profit off of people not needing a payout . Most people pay money and never use the insurance . Only a few people need a payout , and in that case , they often have to pay a fee ( a deductible ) to get the payout . Let 's say you want a $ 100k insurance policy to protect against your house burning down . The insurance company has figured out that there 's a 1/100 chance of a house burning down during a year . They break even if they charge you $ 1000 / yr . If you pay $ 1200 , that 's a $ 200 profit for them . It 's a risky gamble if you 're only looking at one house but the numbers average out when you 're dealing with 10,000 houses . ... and since they 're dealing with 10,000 customers , there 's * a whole lot of money sitting around * , so they can invest it & make extra profits there . There 's a lot of complications & details , but that 's the gist of it . People pay for insurance policies , never need to use them until death / sickness / accident / weather damage / fraud / stolen goods occur , which then is paid out by policy or by another insurance firm if there is an accused party for damages . In the end , fat cash sitting there until use , constantly replenished by the consumer or other insurance firm .",0
"[ This ] ( URL_0 ) is a superb podcast by Radiolab where they talk through the origin of HIV and its spread to humans . I believe the main reason is to track down everyone who may have had contact with ' Subject Zero ' and as such allow for the prevention of spreading the disease . IIRC in the situation you 're referring to , the subject zero would be carrying antibodies to the disease ( which is why it wo n't show symptoms / die ) . If these antibodies can be recreated , a cure can be manufactured .",0
Thanks for using Health care Magic.Read your query.The red spot looks like that it is an abscess caused by the infection in the tooth or there is infection in the gum related to a particular tooth(periodontal abscess).Get the tooth checked by the local dentist and undergo the needed treatment.You cannot say as cancer before it is diagnosed.Relax and get the treatment done.Do warm saline gargles.Thanks and regards,0
"You are correct . That 's why they 're called "" pseudo - random "" . URL_0 Edit : I should clarify - I meant that a computer ca n't generate truly random numbers without using external data , such as input from a microphone or a mouse . Computers generate truly random numbers by measuring something in the physical world - entropy - that is very difficult to predict . Even though truly random numbers may appear indistinguishable from numbers that are generated using logical patterns and mathematical algorithms , they are different in that they possess entropy . Entropy is what makes the numbers unpredictable . Computers that do not measure anything from the physical world have no source of entropy that they can use to make the output of their random number generators unpredictable . Given their starting state and the algorithm that they are using , it will always be possible to predict their output . By using unpredictable entropy , an algorithm can perturb its output , thus producing what we refer to as "" truly random "" numbers . Sources of entropy include hard drive temperatures , timings between mouse and keyboard interrupts , white noise from reverse - biased silicon junctions ... basically anything that can ultimately be traced to quantum decay in the physical world . Hi ! The first thing to understand is that we use random numbers a lot in computing ( Cryptography , Gaming , Gambling , Statistics ) . For that we created several computational methods for random number generation but many fall short of the goal of true randomness to answer other issues ( efficacity , speed , memory ) . In computing today , we have 2 major methods : * True random number generation ( which are all physical ways to generate random numbers and thus * slower * methods ) * Pseudo - random number generation ( which are computing methods using algorithms and since we have super fast mega cored machines hooray * faster * methods ) The [ answer ] ( URL_1 ) by [ /u / qixrih ] ( URL_0 ) covers the latest well enough . I 'll try to do an ELI5 version of it : This is a function directly taken from [ "" The C Programming Language , "" by Kernighan and Ritchie ] ( URL_2 ) : int rand ( ) { random_seed = random_seed * 1103515245 +12345 ; return ( unsigned int)(random_seed / 65536 ) % 32768 ; } This formula assumes the existence of a variable named * * random_seed * * ( generally using the system 's date ) Basically you can do this by yourself , imagine you want to create an algorithm that generates a random number between 0 and 9 . First you 'd have to find a seed , hell you can even chose it yourself like 10 . Then using Maths you 'd create a simple formula that 'd give a long sequence of numbers ideally with a * * strong numeric distribution * * ( same number of 0 's , 1 's , 2 's , 3 's , 4 's , etc ... ) and with a * * lack of predictability * * ( like the 1 's are not allways are the start and the 0 's at the end ) and then you tell the machine to pick the first number of that sequence as the first random number and you keep going if you need to keep generating . For example ( we 'll use K & R formula 's ) : ( ( 10 * 1103515245 +12345)/65536)%32768 gives us 44607423505664567674 .......... ( just the 20 first numbers ) It 's not that great we have no 9 's 8 's 1 's and the distribution is not that good but computers uses way larger sequences of number and then the distribution gets much much better . Basically the lack of predictability is answered using the random seed ( set through system date ) and the distribution through the formula . I hope you can understand better this way . I wished I could 've tought of an analogy but none came to mind for this . For those of you who are interested about this , we are more and more able to create true random generated numbers faster , here are some different techniques ( basically reading entropy ) to google : * Radioactive Decay * Thermal Noise * Shot noise * Clock drift * Radio noise [ This article ] ( URL_3 ) explains the latest fastest physical way to generate random numbers using semiconductor lasers . Hope this helped a bit . Source : Software Engineer",0
"While linguists can reconstruct ancestor languages , those are just educated guesses as to what people used to say . There are no actual written records of Proto - Indo - European ( or any proto - languages ) . So etymologies of many words in any language are traced back to the ' prestige ' language . Whatever language was spoken by the ' elites ' and ' academics ' is used whenever they needed fancy words . Western European languages use Latin and Greek , Japanese uses Chinese , Hindi uses Sanskrit , Turkish uses Arabic , etc . English uses lots of Latin and Greek roots because European scholars all studied Latin ( and some of them studied Greek ) in the neoclassical era . Academic texts were written in Latin , and it was a big deal when people like Newton or Galileo wrote in their native languages . English also has a lot of Latin roots because the Normans invaded in 1066 and introduced French vocabulary into English . The Norman - French aristocrats called cow meat ' beef ' ( cf . French ' boeuf ' ) , while the farmers who raised the cows called them ' cows ' ( cf . German ' Kuh ' ) . Being that French is a daughter language of Latin , we trace the etymologies of these words back to Latin . Beyond that tracing a word 's etymology is increasingly just plain guesswork . There are n't many scriptures of older languages ( compared to the amount of Latin and Greek writing ) . The big problem is that older languages do n't have many records , if at all . Still , though , linguists have reconstructed proto - Indo - European to a certain extent , which would be the ancestor language of Latin , Greek , Old English , and a bunch of other languages . A lot of more common words can be traced back to what they probably were in PIE , even if dictionaries do n't always print them .",0
"Electricity is generated by magnets moving across wires . Winding the wire up into a coil is better than a straight wire , and having three coils is even better . Arranging three coils around a spinning magnet is the basic principle of the power station 's generator . There will be a transformer box somewhere in your block that has three coils that are connected to the power lines . The coils create a spinning magnet force field , rotating at the same speed as the magnet in the generator . Then there are three more coils , but smaller ones , in the transformer . These secondary coils see the rotating field and it appears just like a spinning magnet to those three smaller coils . So they generate too , but at a lower voltage that is safer for the houses in your street . The three coils can be connected together as a "" star "" like a Y or as a triangle "" Delta "" . The power lines connect to the corners of the triangle or the points of the star to give 3 phase power . The centre of the star is also connected and that cable is called "" neutral "" . Wall sockets are connected to one of the 3 phases and neutral . Big motors in factories can use all three phases . Big office blocks will use different phases for different power outlets to keep a balanced load . The voltage between two of the phases is more than the voltage from phase to neutral because in a star connection ( Y ) that is the voltage across two of the coils . It is n't double though , because the pole of the rotating magnet passes those coils one after another . Meow , think of the electricity that comes into your house as a single wire source . This wire carries a voltage that alternates between positive and negative much like a vibrating guitar string or an ocean wave ( where there is a peak in positive , followed by a trough of negative , sine wave if you know much about graphs ) When this voltage move positive to negative repeatedly it pulls and pushes electrons that generate electricity to power your electronics . Three phase power consists of three of these lines , and think of the three lines as having separate delays so that their peaks and troughs do n't line up . Instead of comparing one line to the neutral ground ( 0V ) for delivering electricity , you have the option to attach an appliance between two of the three "" hot "" lines . This means that you get to have one side of the appliance be attached to the "" peak "" while the other to a "" trough "" , allowing you to have a bigger voltage difference than 120V. This means that you can use a higher voltage coming out of 3 lines of 120V for industrial purposes or etc . Meanwhile , if you do n't need the higher voltage , you can just use one of the lines and let the other two go to other houses . The advantage of this is that you get to have more lines delivering power , which is more reliable and easier to expand while allowing higher voltage in industrial usage . The lines do n't always have to be 120V. Source : Electrical Engineering School of Cat I just took a course on this , I 'll do my best to explain it since I had trouble too : * * Why is it three phase ? * * An alternating current like what comes out of your walls changes with time . The voltage goes up and down smoothly like [ this wave ] ( URL_1 ) , If we add two more waves between the peaks , it looks [ like this ] ( URL_0 ) . The time between peaks is the phase , and for three different waves , we have three phases . * * What does it do ? * * I assume this is what you came here for . 1 . In a balanced system , the three phases sum up to 0 , which reduces or eliminates the need for a ground wire . This makes it really nice when you want to send power a long way and you 're concerned that ground may not be the same everywhere . 2 . The three phases produce a more steady supply of power than a single phase , which helps large machinery perform stably . 3 . Just like a single phase wire induces a magnetic field , three phase systems can be used to make a * * revolving * * magnetic field . AC Induction motors readily take advantage of this effect and use it to accelerate and decelerate . ( single phase can provide power to an already rotating motor , but can not start one . ) I hope this helps , please correct me if anything is inaccurate !",0
"I ca n't give a good answer . But thankfully [ this has been asked about 20 times ] ( URL_0 ) . [ This answer ] ( URL_2 ) makes the most sense to me , but like I said there are a number of answers for you to peruse . From the link : --------------------------- Imagine you have 100 doors , and there is a prize behind one . You pick one door and then 98 others are opened . The prize is either behind your door , or the other one that is unopened . Should you switch ? Absolutely , because you had a 1/100 shot of guessing right with your first pick , and a 99/100 chance if you switch . Its the same idea with 3 doors . --------------------- edit : [ here is another link ] ( URL_1 ) which seems to explain it well . I got it from one of the threads that showed up using the search function . There are three different ways to arrange the different prizes . Door [ 1 , 2 , 3 ] 1 . [ Car , Goat , Goat ] 2 . [ Goat , Car , Goat ] 3 . [ Goat , Goat , Car ] Let 's say you pick door number one . If it 's scenario one , then you picked the car . Monty opens either door two or three , and if you switch , you lose . If it 's scenario two , you picked the goat and Monty opens door number three , and if you switch , you will win . If it 's scenario three , then you picked the goat and Monty opens door number two , and if you switch , you will win . So , given the three possible combinations of how the prizes can be ordered , switching makes you win in two of them , making it wise to switch . This analysis is the same whether you pick door number one , two , or three . > specifically one statement : Since the odds of choosing the car on the first round is 1/3 , the odds of losing the game when you switch every time is also 1/3 . Wow ! It took me forever to understand the solution - and you 've just presented the simplest answer I 've ever seen . Let 's play the game - a million times or something like that . You pick a door , I open one of the other doors , rah rah rah , you get to decide if you want to switch or not , you know the drill . However , you 're not in the mood to ponder your options a million times over ; so you just decide that you will * always * switch . So , out of the million times , ( or let 's make that 999,999 games instead ) , you will chose the car 333,333 times when you make your first choice , right ? And 666,666 times , you will chose one of the two goats . Still with me ? Now we go through the motions , I open a door with a goat , you make a thinking face or whatever , and then you pick the other door * every . single . time * what happens ? the 333,333 times that you had the car to begin with , you now end up with a stupid goat . but the 666,666 times where you already had the stupid goat , you 're now rewarded with a shiney new car . Or , in other words : If you always switch , you will win round 2 every time you lost round 1 , and you will lose round 2 every time you won round one . The percentages are the same .",0
"Human babies are born much earlier in their development than other animals. This is because human mothers have a much longer pregnancy than most animals. This means that when a human baby is born, it is not fully developed and is not yet able to do things like walk or talk on its own.\n\nIn other animals, the mother carries the baby inside her for a shorter amount of time, so the baby is born more fully developed and is able to take care of itself more quickly.\n\nHowever, the reason that human babies are born earlier in their development is because human brains are very large and complex, and they need more time to grow and develop before they are born. This is why human babies need more time to reach adulthood and become fully functioning.\n\nSo, in short, human babies are born more helpless because they have a longer pregnancy and need more time to develop their brains before they are born.",1
"Photons are smaller than the air molecules . Thus they can fly faster than sound without disturbing the air at all . You have to distrub the air and generate a shockwave to have sound or a sonic boom . Because they are completely massless ( we believe ) and they do n't move any air they pass through . Sonic booms are caused by compression of air by an object passing through it . They are n't particles , the have wave particle duality ... When we observe them they behave like a particle . It is because when you observe something in Quantum Mechanics you fundamentally change it ( it does become a particle , just acts like when ) , when unobserved it acts like the massless wave it is",0
"Why the connection between hair and skin ? this is most likely : A. caused by the genes for those two being close enough on chromosomes that they rarely get mixed up when sperm and eggs get formed ( subexplanation : sperm and eggs are formed in a process called [ Meiosis ] ( URL_1 ) you should watch the video , it is rather ELI10 ) and if genes are physicaly close together on the chromosome ( think the tracks on a musicalbum ) they qwill rarely get split . B. These genes are rather weak so you either need the full set or you are not ginger . If they were more dominant toward the other genes that code for skin and hair you would see that a ginger and darker as parents would produce ginger kids instead of the mixed or outright dark kids they do now . There is some evidence that the ginger look is actually a genetic leftover [ from the Neandertals ] ( URL_0 ) . The Neandertalers were pretty specialized at living in the north were pale skin ( and the attached genes for red hair ) give a good advantage in vitamin D generation . There are two different shades / hues of melanin ( that colored stuff stored away in cells that seems to come out when suntanning ): pheomelanin ( reddish ) and eumelanin ( brown ) . Red heads have higher ratios of pheomelanin than eumelanin compared to most people . The reason their hair appears red why their skin appears white has to do with the densities and scatting of the melanin molecules . Source : molecular biologist . More often than not , genes are linked to one another . What this essentially means is that the genes themselves are very close together on a chromosome or set of chromosomes . Because of this , when chromosomes cross over , or switch pieces naturally , the two genes for red hair and pale completion have a smaller chance of getting separated . For example , build a big stack of markers or Legos or something by linking them together . Place your "" gene "" for red hair next to your "" gene "" for pale complexion . Now randomly pick a section of the stack and disconnect it there and reconnect another random stack of the same size . Chances are , unless f you select the exact point between the pieces for red hair and pale skin , these two genes will be together . However , one of the more complex things about this is that multiple genes control skin complexion and hair color . It is a very complex process but ultimately breaks down to two sections of chromosome being very close and therefore very likely to stay together .",0
"The War on Poverty is a figurehead term , like the War on Drugs , that does n't point to any one piece of legislation or program . It 's a collection of programs each with varying success or failure , that are influenced , helped , or hurt by competing legislation and programs or by political will of what party happens to be influential at any any given time . To a degree , it has worked surprisingly well when it was allowed to . But unfortunately , politics and special interests have wormed their way into the works and programs have been cut or funds diverted to where they do n't do any good . Just looking at the last few years , politicians ( especially Republicans ) have pushed to cut access to clinics ( especially women 's clinics ) , food stamps , welfare , Head Start , PBS , and countless other programs that the poor depend on . Your assertion is false . Does America have the largest economy in the world ? Yes . Would we have that same # 1 economy if social welfare programs from the War on Poverty never existed ? This one is impossible to answer , but I think the answer is clearly no . Imagine after WWII if there had been no social security , no GI Bill , no Interstate highway system , but instead we went with only market based solutions to our problems . Some would be quick to respond that some of these have nothing to do with poverty and I would be quick to point out they have nothing to do with anything the government should be doing by looking at the Constitution . They are ways to get federal money out to improve things that no one else is improving . As others are pointing out , we saw much higher growth early on when democrats were the bigger Santa of the two parties and it declined as conservatives took power in the 80s to the point where growth is almost non existent today . That is not a simple story of one party good , other bad but I think it does point out that the methods to distribute federal dollars used by the GOP , tax cuts and increased defense spending , are not as effective at creating growth . And do n't believe that we have a small government party . That big military spending is in some ways to me a New Reconstruction that is supported by the more Dixiecratic wing of the the GOP and in many ways is not about security but about creating jobs which to me means lots of that GOP backed spending is part of a war on poverty even though most die hard "" conservatives "" would call me a socialist nutjob . I tend to retort that the modern GOP is about as fiscally conservative as a tuna sandwich . In conclusion , the War on Poverty has helped tens of millions of Americans lead better lives . The Welfare state had problems that needed fixing , but I think the GOP solution of transferring those dollars to defense sector jobs programs has made the Warfare state the new Welfare state and again we are at a point where we need to evaluate spending and eliminate waste because it is having only limited reach by tying it to defense . Because it 's a marketing term . Despite the rhetoric , America does not actually have programs in place that uplift the poor in significant ways . By contrast , Scandinavian countries have excellent social service programs . Do some research and you 'll see a wide difference .",0
"Handwriting recognition (HWR), also known as handwritten text recognition (HTR), is the ability of a computer to receive and interpret intelligible handwritten input from sources such as paper documents, photographs, touch-screens and other devices. The image of the written text may be sensed ""off line"" from a piece of paper by optical scanning (optical character recognition) or intelligent word recognition. Alternatively, the movements of the pen tip may be sensed ""on line"", for example by a pen-based computer screen surface, a generally easier task as there are more clues available. A handwriting recognition system handles formatting, performs correct segmentation into characters, and finds the most plausible words.",0
"In the world of Spider-Man, his web lines are made of a special kind of sticky substance that he can shoot out of his wrists using special devices called web-shooters. When he uses his web lines to swing through the city or to catch criminals, the sticky substance sticks to buildings and other objects. Eventually, the web lines will dry up and break, and the sticky substance will fall off and be left behind. It's not clear what happens to the web residue in the comics or movies, but it's possible that it just disappears or gets cleaned up by the city. In real life, it's important to keep our cities clean and free of litter, and it's likely that the same would be true in the world of Spider-Man.",1
"Hangovers are caused primarily by dehydration . Have you noticed after your first few beers you just start peeing like a race horse ? From my undergrad biology class , I remember there is a hormone that ethanol inhibits . I looked it up , the hormone is called ADH ( aniti - diuretic hormone ) . This hormone wants to keep water in your body . Ethanol tells this hormone to stop working . This causes your body to release water . The alcohol your drank last night caused you to become dehydrated . You should slowly drink fluids or have chips of ice at first because your stomach could become upset . There is no point in chugging Gatorade because you are likely to throw it up . Just slowly sip water , relax , and keep drinking water until your urine is clear . If you vomit , do not eat anything . Just keep drinking water . When you feel up to it , eat a banana , toast , or something bland . Avoid greasy and spicy foods or high protein foods ( you should n't be in the mood for those anyway ) . They will cause your stomach to produce more acid , which would make potential vomiting very uncomfortable and damaging to your esophagus . Hydrate hydrate hydrate , and be smart . Drink plenty of water before and after drinking . If you want help , drink water . Drink more water . Drink another glass of water . Try not to smoke . Eat something if you wish . When you drink alcohol your body exits Normal Operation mode and shifts into Process Alcohol mode . When you are done drinking , your body has to shift back to Normal Operation mode , except this transition does n't feel good . You can try to stave off a hangover by drinking more booze ( hair of the dog ) but that only delays the moment when you shift back to Normal Operation mode . I 'm not sure a 5 year old should be getting drunk . Then again drunk people often behave like 5 year olds . By peeing their pants ! I have a hangover . The solution is always proper sleep , rehydration and the replacement of salts in your body ( drinking lots of water will cause you to pee out vital salts ) . The alternative way to avoid hangovers is to stay drunk .",0
"Back in first tests , you fuck up a huge chunk of territory . The bikini atoll , white sands , NM , remote middle of nowhere Russia . Then you moved the test underground . You still fuck up a huge chunk of land , but no aerial contamination A lot depends on the yield of the nuclear weapon and how much of the input gets consumed in the process . You need a certain "" critical mass "" of plutonium or uranium to build a bomb , but once you 've reached that , you want your design to function in such a way that you get the best bang for your buck . That means fissioning the plutonium into lighter elements which typically decay quite quickly . Obviously people live in Hiroshima and nagasaki today , and you can wander round the white sands desert pretty close to whether the very first tests were executed . A nuclear reactor is a bit different since it 's moderated . Might be easiest to think of a bomb that 's only allowed to explode really slowly - you want to burn through your uranium slowly and and use it to heat water . Typically reactors fail because their cooling systems fail and the heat from the reaction ca n't be safely disposed of . While that can lead to an explosion like in chernobyl it 's important to realize that it 's a chemical explosion and not the same as a bomb going off . The explosion just launches the insides of the reactor into the air . When chernobyl blew up it scattered fuel all over the surrounding area . A bomb tries to burn that fuel and scatters the byproducts of doing so . The byproducts tend to be much less dangerous . The essentially fucked up good chunks of territory with nuclear tests . The Bikini atoll has been uninhabited since just after World War II , when it was used for nuclear testing . In the UK , a small island off the coast of Scotland was also rendered uninhabitable for almost 50 years due to it being infected with anthrax in biological warfare tests .",0
"It's difficult to say exactly what the dark oval shadow on the x-ray after your daughter's toe fracture could indicate without more information. It's possible that the shadow could be related to the healing process of the fracture, such as the presence of excess bone or scar tissue. Alternatively, it could potentially be related to another issue, such as an infection or a foreign body in the area.

To determine the cause of the shadow and any potential treatment that may be needed, it would be best to consult with your daughter's healthcare provider. They will be able to review the x-ray and any other relevant medical history, and may recommend additional tests or treatments as needed. This could include additional imaging tests, such as an MRI or CT scan, or further examination of the affected area.",1
"YouTube has policies in place to try to ensure that the content that is posted on the platform is appropriate and complies with the law. In general, YouTube does not allow videos that show or promote harmful or dangerous activities, such as suicide, because they can be harmful to viewers and can also violate laws in some cases. On the other hand, videos that show people with their tops off, or ""topless,"" may not necessarily be harmful or dangerous, but they may not be appropriate for all audiences and could potentially violate some laws or community standards. As a result, YouTube generally does not allow this type of content to be posted on the platform. It's important to remember that YouTube is a platform that is used by people of all ages and from many different cultures, and so it has to be mindful of the types of content that are suitable for a wide range of viewers.",1
"There are a few reasons why stock prices might go up after a company announces layoffs.Cost cutting: Layoffs can be a way for a company to reduce its expenses, which can improve its financial performance. If investors expect the layoffs to lead to cost savings, they may be more likely to buy the company's stock, which could drive the price up.Improved efficiency: Layoffs can also lead to a more efficient operation, as the company may be able to streamline its processes and become more productive with fewer employees. This can also be seen as a positive by investors and could lead to an increase in the stock price.Market expectations: In some cases, the market may have been expecting the company to announce layoffs, and the stock price may go up as a result of the company meeting these expectations.It's worth noting that stock prices can be influenced by a wide range of factors, and the impact of layoffs on a company's stock price will depend on the specific circumstances of the company and the market. There are a few reasons why a company's stock price may go up after a layoff.Cost cutting: Layoffs can be a way for a company to reduce its expenses and increase profits. This can be attractive to investors, who may see the layoffs as a sign that the company is taking steps to improve its financial performance.Improved efficiency: If the layoffs are accompanied by other measures to streamline the company's operations, such as reorganizing departments or improving processes, this can lead to increased efficiency and productivity. This can also be viewed positively by investors.Market expectations: Sometimes, a company's stock price may go up after a layoff simply because the market expects it to. If there is speculation that a company is planning to lay off a significant number of employees, the stock price may rise in anticipation of the event.It's important to note that the stock market is complex and can be influenced by a wide range of factors. While layoffs may be one factor that can affect a company's stock price, it's not the only factor, and the impact of a layoff on a company's stock price may vary.",1
"The price of a call option is determined by a number of factors, including the underlying stock price, the strike price of the option, the time remaining until the option expires, the volatility of the underlying stock, and the risk-free interest rate.The most important factor is the difference between the underlying stock price and the strike price of the option, known as the ""intrinsic value."" If the underlying stock price is higher than the strike price, the option is said to be ""in the money,"" and its intrinsic value is the difference between the two prices. The price of the option will also include a ""time value"" component, which reflects the probability that the stock price will rise above the strike price before the option expires.The price of a call option can be calculated using a financial model known as the Black-Scholes model. This model takes into account the factors mentioned above to provide a theoretical value for the option.",1
"Sure! Quantum mechanics is a theory in physics that explains how particles behave and interact with each other. It is based on the idea that particles, such as electrons and photons, can also behave like waves, and that their properties can be described using a set of mathematical equations called wave functions. One of the main ideas in quantum mechanics is that particles can exist in multiple states or locations at the same time, a phenomenon known as superposition. This is in contrast to classical mechanics, which describes the behavior of particles based on their positions and velocities. Another important concept in quantum mechanics is the uncertainty principle, which states that it is impossible to know both the precise position and momentum of a particle at the same time. This uncertainty is due to the wave-like nature of particles, which makes it difficult to pin down their exact location. String theory is a theoretical framework that attempts to reconcile quantum mechanics with Einstein's theory of general relativity. It is based on the idea that the fundamental building blocks of the universe are not particles, but rather one-dimensional ""strings"" that vibrate at different frequencies. These vibrations give rise to the various particles and forces we observe in the universe. One of the main goals of string theory is to provide a single, unified theory that can explain all of the fundamental forces and particles in the universe, including gravity. However, string theory is still a subject of active research and debate, and it is not yet clear if it will ultimately be successful in achieving this goal.",1
"From Wikipedia A frontier market is a type of developing country which is more developed than the least developing countries, but too small to be generally considered an emerging market. The term is an economic term which was coined by International Finance Corporation’s Farida Khambata in 1992. The term is commonly used to describe the equity markets of the smaller and less accessible, but still ""investable"", countries of the developing world. The frontier, or pre-emerging equity markets are typically pursued by investors seeking high, long-run return potential as well as low correlations with other markets. Some frontier market countries were emerging markets in the past, but have regressed to frontier status. Investopedia has a good comparison on Emerging Vs Frontier While frontier market investments certainly come with some substantial risks, they also may post the kind of returns that emerging markets did during the 1990s and early 2000s. The frontier market contains anywhere from one-fifth to one-third of the world’s population and includes several exponentially growing economies. The other Question    and are they a good option as well? This depends on risk appetite and your current investment profile. If you have already invested in domestic markets with a well diversified portfolio and have also invested in emerging markets, you can then think of expanding your portfolio into these.",0
"Vitamin D is a special vitamin that your body can make on its own when your skin is exposed to sunlight. It's not like other vitamins that you have to get from the food you eat. 
When sunlight hits your skin, a chemical called 7-dehydrocholesterol is turned into vitamin D. Your body then uses vitamin D to help absorb calcium, which is important for strong bones and teeth. 
So, to get vitamin D from sunlight, you just need to spend some time outside with your skin exposed to the sun. This is especially important during the summer months, when the sun is strongest. You don't need to spend a long time in the sun, just a few minutes a day can be enough. 
It's also important to remember to wear sunscreen when you're outside to protect your skin from the sun's harmful rays. But don't worry, you can still get enough vitamin D even if you're wearing sunscreen. Just make sure to spend a little extra time in the sun if you're using sunscreen.",1
"As someone who can sleep for 16 hours a day for 3 months and look no different to an insomniac I 'd love for this to be answered . It has to do with optomorphins in your body . While you sleep , your body turns them into amino acids which is why you get dark circles under your eyes when you do n't get enough sleep . Good question . I 'm fed up with people saying ' u look tired ' when I 've just walked in the office after a brilliant sleep . Maybe I just look shit sometimes !",0
"When a website is ""down for maintenance,"" it means that the website is temporarily unavailable to users because the website's developers are working on it. This could be for a variety of reasons, such as fixing bugs, adding new features, or updating the website's design. During maintenance, the website's developers might be making changes to the code that makes up the website, or they might be working on the server that hosts the website. They might also be doing things like backing up the website's data, so that it is safe in case anything goes wrong during the maintenance process. When the website is down for maintenance, users will not be able to access it until the maintenance is finished and the website is back up and running. This is usually done to ensure that the website is working properly and is as up-to-date as possible.",1
"Sure! Extreme couponing is a way for people to save a lot of money on their groceries and other household items by using coupons. Coupons are like special discounts or deals that you can use to buy things for less money. 
Here's how it works: 
1. First, you need to find coupons. You can find coupons in the newspaper, online, or in store flyers. You can also get coupons by signing up for newsletters or loyalty programs. 
2. Next, you need to plan your shopping trip. Look at the coupons you have and decide what you want to buy. You can use the coupons to save money on the things you need. 
3. When you go shopping, you can use the coupons at the checkout. Just show the coupon to the cashier and they will scan it. The discount will be taken off the total cost of your purchase. 
4. Some people like to combine coupons with special deals or sales at the store. For example, if the store is having a sale on cereal and you have a coupon for cereal, you can use both the sale and the coupon to get an even bigger discount. 
5. Finally, you can use the money you save with coupons to buy other things you need or want. 
By using coupons and combining them with sales, people can save a lot of money on their shopping trips. That's how extreme couponing works!",1
